name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Tabanella Dr. Claudio,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Reatina, 19, Mentana Roma, Italia  ",272389,06 909 1900,,,
Saltarocchi Dr. Mario Lucio,Aziende MentanaErboristerie MentanaMedici Mentana,"Via III Novembre, 146, Mentana Roma, Italia  ",272390,06 909 3869,,,
Studio Medico Dott Bevilacqua Mario,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Nomentana, 50, Mentana Roma, Italia  ",272391,06 909 4275,,,
De Luca Dr. Massimo,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Luigi Einaudi, 33, Mentana Roma, Italia  ",272386,06 909 3504,,,
Turla' Dr. Giorgio,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Arturo Massimi, 13, Mentana Roma, Italia  ",272387,06 909 5201,,,
Chiodi Riccardo,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Nomentana, 7, Mentana Roma, Italia  ",272388,06 909 9048,,,
Pierini Dr. Patrizia,Aziende MentanaErboristerie MentanaMedici Mentana,"Via Moscatelli Antonio, 63, Mentana Roma, Italia  ",272383,06 909 2019,,,
Studio Odontoiatrico Dr. Carlo Emanuele SBANDI,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Luigi Einaudi, 35, Mentana Roma, Italia  ",272384,06 909 1993,,,
Mendicino Dr. Emilio,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Luigi Einaudi, 25, Mentana Roma, Italia  ",272385,06 909 3066,,,
Colasanti Luca,Aziende MentanaErboristerie MentanaMedici MentanaDentisti Mentana,"Via Moscatelli Antonio, 145, Mentana Roma, Italia  ",272381,06 909 2624,,,
Moroni Claudia,Aziende MentanaErboristerie MentanaMedici Mentana,"Via Giovanni Amendola, 67, Mentana Roma, Italia  ",272382,06 909 3427,,,
Parrocchia Sant'Egidio Abate,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Via Piave, Palombara Sabina Roma, Italia  ",272222,0774 635986,,,
Parrocchia Sant'Egidio Abate,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Via dei Martiri, Palombara Sabina Roma, Italia  ",272223,0774 634862,,,
Teodori Gesino,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Contrada Stazzano, Palombara Sabina, RM 00018, Italia  ",272224,0774 66614,,,
Oratorio Parrocchiale S. Maria,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Viale Tivoli, 1, Palombara Sabina Roma, Italia  ",272220,0774 66319,,,
Istituto Suore Di Maria Bambina,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Via dei Sabini, 51, Palombara Sabina Roma, Italia  ",272221,0774 66101,,,
Parrocchia San Biagio Vescovo E Martire,Aziende Palombara SabinaChiese Palombara SabinaLuoghi di culto Palombara Sabina,"Via dei Sabini, 51, Palombara Sabina Roma, Italia  ",272219,0774 634936,,,
Fornari Genesio,Aziende San Polo dei CavalieriMeccanici Auto San Polo dei Cavalieri,"Via Dante Alighieri, Roma, Italia  ",272210,0774 425042,,,
Istituto Suore Riparatrici,Aziende FiumicinoChiese FiumicinoLuoghi di culto Fiumicino,"Via del Serbatoio, 2, Fiumicino Roma, Italia  ",272149,06 650 5641,,,
Parrocchia S. Paola Frassinetti,Aziende FiumicinoChiese FiumicinoLuoghi di culto Fiumicino,"1 Via Frassinetti Giuseppe, Fiumicino, RM 00054, Italia  ",272150,06 6503 6054,,,
Dental Steam,Aziende FormelloErboristerie FormelloMedici FormelloDentisti Formello,"20 Via Martiri D'ungheria, Formello, RM 00060, Italia  ",271656,06 908 9622,,,
Farmacia Cioccoloni Di Donatella Rossi Snc,Aziende Campagnano di RomaErboristerie Campagnano di RomaNegozi Campagnano di RomaFarmacie Campagnano di Roma,"Via della Vittoria, 7, Campagnano Roma, Italia  ",271569,06 904 1000,,,
Comune Di Campagnano Di Roma,Aziende Campagnano di RomaErboristerie Campagnano di RomaNegozi Campagnano di RomaFarmacie Campagnano di Roma,"Piazza Cesare Leonelli, 19, Campagnano Roma, Italia  ",271570,06 907 7077,,,
Farmacia Comunale,Aziende Campagnano di RomaErboristerie Campagnano di RomaNegozi Campagnano di RomaFarmacie Campagnano di Roma,"Piazza Cesare Leonelli, 19, Campagnano Roma, Italia  ",271571,06 9015 4894,,,
Libreria Angelini Di Gentile Emanuela & C. Snc,Aziende Anguillara SabaziaNegozi Anguillara SabaziaLibrerie Anguillara Sabazia,"256 Via S. Francesco, Anguillara Sabazia, RM 00061, Italia  ",271468,06 9990 0575,,,
Coletta Roberta,Aziende SegniNegozi SegniLibrerie Segni,"Viale Ungheria, 18, Segni Roma, Italia  ",271226,06 976 9154,,,
Spirito Di...Vino Di Sforzini Marco,Aziende Trevignano RomanoOsterie Trevignano RomanoNegozi Trevignano RomanoEnoteche Trevignano Romano,"Viale Giuseppe Garibaldi, 43, Trevignano Romano Roma, Italia  ",271215,06 999 9085,,,
Marsella Carlo,Aziende MarinoNegozi MarinoGioiellerie Marino,"Via Roma, 58, Marino Roma, Italia  ",271198,06 9366 1110,,,
Tata Maria Grazia,Aziende MarinoNegozi MarinoGioiellerie Marino,"Via Massimo d'Azeglio, 36, Marino Roma, Italia  ",271199,06 932 1499,,,
Fabio Del Sette Di Zelinotti T.,Aziende MarinoNegozi MarinoGioiellerie Marino,"Piazza S. Barnaba, 12, Marino Roma, Italia  ",271195,06 938 5685,,,
Pompili Piero,Aziende MarinoNegozi MarinoGioiellerie Marino,"Via Massimo d'Azeglio, 9, Marino Roma, Italia  ",271196,06 938 7800,,,
Biagini Maestro Marco,Aziende MarinoNegozi MarinoGioiellerie Marino,"Via Paolo Mercuri, 3, Marino Roma, Italia  ",271197,06 938 5740,,,
Fondazione Don Carlo Gnocchi Onlus,Aziende Rocca di CaveErboristerie Rocca di CaveOspedali Rocca di Cave,"Rocca di Cave Roma, Italia  ",270783,,,,
Poste Italiane,Aziende Guidonia MontecelioIstituti finanziari Guidonia MontecelioUffici postali Guidonia Montecelio,"Via Romana, 9, Guidonia Montecelio Roma, Italia  ",270530,0774 510016,,,
Fratelli Carucci Snc Di Alessandro E Daniele Carucci & C.,Aziende ManzianaDistributori di benzina Manziana,"Via Roma, 41, Manziana Roma, Italia  ",270429,06 9967 9316,,,
Alessi Alessandro,Aziende SegniAvvocati Segni,"122 Corso Vittorio Emanuele Ii, Segni, RM 00037, Italia  ",270069,06 9726 0065,,,
Liceo Scientifico Statale,Aziende Olevano RomanoScuole Olevano Romano,"Via Martino Annunziata S., 1, Olevano Romano Roma, Italia  ",270005,06 956 4209,,,
Scuola Elementare Statale,Aziende Olevano RomanoScuole Olevano Romano,"Via Rumese, Olevano Romano Roma, Italia  ",270006,06 956 4039,,,
Unicredit Spa,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Via Giovanni Giolitti, 30, Roma, Italia  ",269799,06 8782 7401,,,
Banca Fideuram Spa,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Mentana Roma, Italia  ",269796,,,,
Cassa Di Risparmio Di Rieti S.P.A.,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Via Moscatelli Antonio, 262, Roma, Italia  ",269797,06 909 4012,,,
Cassa Di Risparmio Di Orvieto Spa,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Via della Rimessa, Mentana Roma, Italia  ",269798,06 909 4608,,,
Banca Di Credito Cooperativo Di Roma Ag. 45,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Via Moscatelli Antonio, 160, Mentana Roma, Italia  ",269794,06 9001 5569,,,
Intesa Sanpaolo Spa,Aziende MentanaIstituti finanziari MentanaBanche Mentana,"Via Antonio Moscatelli, 272, Mentana Roma, Italia  ",269795,06 906 5939,,,
Banca Monte Dei Paschi Di Siena,Aziende MentanaBancomat MentanaIstituti finanziari MentanaBanche Mentana,"Via Giovanni Amendola, 19/23, Mentana Roma, Italia  ",269793,06 909 5144,,,
Banca Di Credito Coop.Vo S. Felicita M. Di Affile,Aziende Marano EquoIstituti finanziari Marano EquoBanche Marano Equo,"Piazza Dante Alighieri, Marano equo Roma, Italia  ",269703,0774 820041,,,
Banca Fideuram Spa,Aziende Marano EquoIstituti finanziari Marano EquoBanche Marano Equo,"Marano Equo Roma, Italia  ",269702,,,,
Dominici Alessandro,Aziende MandelaErboristerie MandelaMedici Mandela,"Via Giulia Bonaparte, Mandela Roma, Italia  ",269657,0774 498394,,,
Linea Benessere Elegia S.R.L.,Aziende Fiano RomanoTerme Fiano Romano,"Via Vittorio Bachelet, 28, Fiano Romano Roma, Italia  ",269602,0765 389777,,,
Oro E Gioie Di Elisa Coluzzi E C. Sas,Aziende SegniNegozi SegniGioiellerie Segni,"77 Corso Vittorio Emanuele Ii, Segni, RM 00037, Italia  ",269436,06 976 8068,,,
Chirico Gerardo,Aziende MarinoRistoranti MarinoOsterie Marino,"Piazza S. Barnaba, 21, Marino Roma, Italia  ",269314,06 938 8668,,,
Ristorante Agli Antichi Orti,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Federico D'urbino, 5, San Marino, Italia  ",269311,0549 992134,,,
Ristorante L'Incantesimo Del Lago,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Spiaggia del Lago, 15, Castel Gandolfo Roma, Italia  ",269312,06 9992 9871,,,
Cir Food Soc.Coop Italiana Di Ristorazione,Aziende MarinoRistoranti MarinoOsterie Marino,", Marino, RM 40, Italia  ",269313,,,,
Da Marcello Forno A Legna,Aziende MarinoRistoranti MarinoOsterie MarinoNegozi Marino,"Via Cesare Colizza, 9, Marino Roma, Italia  ",269309,06 938 5064,,,
Hostaria-Pizzeria Al Vecchio Borgo,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Guglielmo Marconi, 17, Roma, Italia  ",269310,06 932 3811,,,
Ristorante Pizzeria Al Chiosco Bello Maja - Srl,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Spiaggia del Lago, 10, Castel Gandolfo Roma, Italia  ",269306,06 9366 8252,,,
Ristorante Osteria Del Cavaliere,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Posta Vecchia, 56, Marino Roma, Italia  ",269307,06 938 8369,,,
Il Bosco delle Fate,Aziende MarinoRistoranti MarinoOsterie Marino,"Vicolo del Cinema, 2, Marino Roma, Italia  ",269308,335 754 6852,,,
Ristorante Ai Quattro Mori Sas Di Ricci Severina,Aziende MarinoRistoranti MarinoOsterie Marino,"Piazza Lepanto, 2, Marino Roma, Italia  ",269303,06 938 6178,,,
Forgione,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Palazzo Colonna, 32, Marino, Roma, Italy  ",269304,06 938 8944,,,
Boschetto S.R.L.,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Ferentum, 1, Marino Roma, Italia  ",269305,06 9366 0100,,,
la credenza,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Cola di Rienzo, 4, Marino Roma, Italia  ",269300,06 938 5105,,,
Osteria Della Stazione,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Parco Della Stazione, 4, Marino Roma, Italia  ",269301,06 936 7090,,,
Mucca Pazza Osteria,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Giardino Vecchio, 2, Marino Roma, Italia  ",269302,06 936 7484,,,
La Quintessa S.R.L.,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Spiaggia Del Lago, 20, Castel Gandolfo Roma, Italia  ",269297,06 9380 2029,,,
Ristortante Cantina Colonna,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Giangiacomo Carissimi, 32, Marino Roma, Italia  ",269298,06 9366 0386,,,
Ristorante La Perla,Aziende MarinoRistoranti MarinoOsterie Marino,"Via Spiaggia del Lago, 6a, Castel Gandolfo Roma, Italia  ",269299,06 936 0340,,,
Domus Caesari Hotel - Ristorante Matrimoni,Aziende MarinoAlberghi MarinoRistoranti MarinoOsterie MarinoBar Marino,"Via Romana, 23, Marino Roma, Italia  ",269295,06 938 7775,,,
Grand Hotel Helio Cabala,Aziende MarinoAlberghi MarinoRistoranti MarinoOsterie Marino,"Via Spinabella, 13-15, Marino Roma, Italia  ",269296,06 9366 1235,,,
Studio Legale Avv. Greco Roberto,Aziende SubiacoAvvocati Subiaco,"Via Cadorna, 9, Subiaco Roma, Italia  ",269112,0774 83053,,,
Scattone Avv. Maurizio,Aziende SubiacoAvvocati Subiaco,"Via Francesco Petrarca, 12, Subiaco Roma, Italia  ",269113,0774 85926,,,
Zaccaria Gianfranco,Aziende SubiacoAvvocati Subiaco,"2 Via Pietro Metastasio, Subiaco, RM 00028, Italia  ",269114,0774 85514,,,
Scuola Media Statale,Aziende NazzanoScuole Nazzano,"Località S. Antimo, 19, Nazzano Roma, Italia  ",269097,0765 332014,,,
Studio Veterinario Dott.Ssa Giulia Ramelli Di Celle Ramelli Di Celle Giulia,Aziende LarianoVeterinari Lariano,"Via Algidus, 21, Lariano Roma, Italia  ",268965,06 964 7394,,,
Jet Set Di Romina Virgili S.A.S.,Aziende Santa MarinellaNegozi Santa MarinellaNegozi di scarpe Santa Marinella,"Via Aurelia, Santa Marinella Roma, Italia  ",268934,0766 510674,,,
Enofood Srl,Aziende GenazzanoOsterie GenazzanoNegozi GenazzanoEnoteche Genazzano,"Via del Papa, 12, Genazzano Roma, Italia  ",268836,06 957 9875,,,
Misteri Libri S.R.L.,Aziende NettunoNegozi NettunoLibrerie Nettuno,"Via Alcide de Gasperi, 5, Nettuno Roma, Italia  ",268368,06 988 2834,,,
Biblioteca S. Scolastica,Aziende SubiacoBiblioteche Subiaco,"Via del Monastero, 0, Subiaco Roma, Italia  ",268290,0774 85424,,,
Palombi Alessio,Aziende Palombara SabinaDistributori di benzina Palombara Sabina,"Viale Tivoli, Palombara Sabina Roma, Italia  ",268286,0774 634376,,,
Esa srl,Capoluoghi Anguillara SabaziaMunicipi Anguillara SabaziaUffici Comunali Anguillara SabaziaAziende Anguillara SabaziaLuoghi famosi Anguillara Sabazia,"Via di Santo Stefano, 4, Anguillara Sabazia Roma, Italia  ",268260,,,,
Martella Fabio,Aziende MarinoIdraulici Marino,"Via Fratelli Giani, 32, Marino Roma, Italia  ",268124,06 938 5472,,,
Service Point - Assistenza Tecnica Caldaie E Condizionamento Di Luca Mariani & Mirco Michetti,Aziende MarinoIdraulici Marino,"Via Paolo Mercuri, 7, Marino Roma, Italia  ",268122,06 938 8374,,,
Baltur Spa,Aziende MarinoIdraulici Marino,"Marino Roma, Italia  ",268123,,,,
Studio legale Italia Algeria Sekkal,Aziende Monte CompatriAvvocati Monte Compatri,"Via Carlo Felici, 35, Montecompatri Roma, Italia  ",268055,06 8776 6970,,,
Mancini Avv. Igino,Aziende Monte CompatriAvvocati Monte Compatri,"19 Piazza Mastrofini Marco, Monte Compatri, RM 00040, Italia  ",268056,06 948 5169,,,
Pezzella Giuseppe Impianti Termoidraulici,Aziende Rignano FlaminioIdraulici Rignano Flaminio,"Via Elena Baccelli, 6, Rignano Flaminio Roma, Italia  ",267828,0761 507387,,,
Pezzella Giuseppe,Aziende Rignano FlaminioIdraulici Rignano Flaminio,"Via Donato Bramante, Roma, Italia  ",267829,0761 508480,,,
Ariston Thermo Spa,Aziende Rignano FlaminioIdraulici Rignano Flaminio,"Via Alessandro Manzoni, 11, Rignano Flaminio Roma, Italia  ",267826,0761 597026,,,
Baltur Spa,Aziende Rignano FlaminioIdraulici Rignano Flaminio,"Rignano Flaminio Roma, Italia  ",267827,,,,
Termo Idraulica Di Cola Mariano,Aziende Rignano FlaminioIdraulici Rignano Flaminio,"Via Leonardo da Vinci, 7, Roma, Italia  ",267825,0761 509115,,,
Gruppo Eurocar Srl,Aziende BraccianoNegozi BraccianoConcessionarie Auto Bracciano,"Via Enzo Ferrari, 10, Bracciano Roma, Italia  ",267683,06 998 6205,,,
Fiat Auto Fiat Group Automobiles Spa,Aziende BraccianoNegozi BraccianoConcessionarie Auto Bracciano,"Via Santa Lucia, 12, Bracciano Roma, Italia  ",267684,06 998 7800,,,
Di Mario Marco,Aziende ZagaroloDistributori di benzina Zagarolo,"Km. 3.650 Via Prenestina Nuova, Zagarolo, RM 00039, Italia  ",267614,06 954 5099,,,
La Vela Ovest - S. R. L,Aziende ZagaroloDistributori di benzina Zagarolo,"Via Bretella Est, Zagarolo, RM 00039, Italia  ",267615,06 9543 0002,,,
Stazione Di Servizio Api Di Pallocchia Capri E Nunziata S.N.C.,Aziende ZagaroloBancomat ZagaroloIstituti finanziari ZagaroloDistributori di benzina Zagarolo,"Via Valle del Formale, 34, Zagarolo Roma, Italia  ",267613,06 952 5040,,,
Gizzi Giuliana,Aziende Palombara SabinaOsterie Palombara SabinaNegozi Palombara SabinaNegozi di Alimentari Palombara Sabina,"Via Giuseppe Garibaldi, 3, Palombara Sabina Roma, Italia  ",267539,0774 635620,,,
Raal Italia S.R.L.,Aziende Palombara SabinaOsterie Palombara SabinaNegozi Palombara SabinaNegozi di Alimentari Palombara Sabina,"Via Libertà, 25, Palombara Sabina Roma, Italia  ",267540,0774 634840,,,
Petrinca Avv. Federica,Aziende Gallicano nel LazioAvvocati Gallicano nel Lazio,"Viale Aldo Moro, 2, Gallicano nel Lazio Roma, Italia  ",267356,06 9546 3309,,,
Fondazione Don Carlo Gnocchi Onlus,Aziende ManzianaErboristerie ManzianaOspedali Manziana,"Manziana Roma, Italia  ",267253,,,,
Pace Stefano,Aziende NemiErboristerie NemiParrucchieri Nemi,"Via del Municipio, 15, Nemi Roma, Italia  ",266914,06 936 8811,,,
Asa Servizi S.R.L.,Aziende TivoliParcheggi Tivoli,"Via Massimo, Tivoli Roma, Italia  ",266223,0774 336564,,,
Pizza Amore E Fantasia Sas,Aziende NemiRistoranti NemiOsterie Nemi,"Corso Vittorio Emanuele, 47, Nemi Roma, Italia  ",266015,06 936 8652,,,
Cir Food Soc.Coop Italiana Di Ristorazione,Aziende NemiRistoranti NemiOsterie Nemi,", Nemi, RM 40, Italia  ",266016,,,,
Eredi Cavaterra Maria,Aziende NemiRistoranti NemiOsterie Nemi,"Via del Plebiscito, 26, Nemi Roma, Italia  ",266017,06 936 8020,,,
Bagaglini Giacinto,Aziende NemiRistoranti NemiOsterie Nemi,"Via dei Laghi, Nemi Roma, Italia  ",266013,06 963 0945,,,
"Trattoria ""I cacciatori""",Aziende NemiRistoranti NemiOsterie Nemi,"Piazza Umberto I, 6, Nemi Roma, Italia  ",266014,06 936 8096,,,
Santi E Briganti Ristorante,Aziende NemiRistoranti NemiOsterie Nemi,"Corso Vittorio Emanuele, 6, Nemi Roma, Italia  ",266010,06 936 8119,,,
Trattoria Dei Cacciatori Di Bagaglini Giacinto,Aziende NemiRistoranti NemiOsterie Nemi,"Via dei Laghi, Nemi Roma, Italia  ",266011,06 9615 5552,,,
Baffone Srl,Aziende NemiRistoranti NemiOsterie Nemi,"Via dei Laghi, Nemi Roma, Italia  ",266012,06 963 7325,,,
Ristorante Il Ramo D'Oro Da Zapata Di Cavaterra Fernando Sas,Aziende NemiRistoranti NemiOsterie Nemi,"Via Nemorense, Nemi Roma, Italia  ",266007,06 936 8048,,,
Trattoria Sirena del Lago,Aziende NemiRistoranti NemiOsterie Nemi,"Via del Plebiscito, 26, Nemi Roma, Italia  ",266008,06 936 8020,,,
La Rosa,Aziende NemiRistoranti NemiOsterie Nemi,"Corso Vittorio Emanuele, 41, Nemi Roma, Italia  ",266009,06 936 8348,,,
La Taverna Sas di Conforto Marco e C.,Aziende NemiRistoranti NemiOsterie Nemi,"Via Nemorense, 13, Nemi Roma, Italia  ",266004,06 936 8135,,,
Gran Caffè Le Delizie,Aziende NemiRistoranti NemiOsterie Nemi,"Piazza Umberto I, 9, Nemi Roma, Italia  ",266005,06 936 8813,,,
Da Baffone,Aziende NemiRistoranti NemiOsterie Nemi,"Via dei Laghi, Velletri Roma, Italia  ",266006,06 963 3892,,,
Antichi Sapori Di Cavaterra Stefano & C. Snc,Aziende NemiRistoranti NemiOsterie Nemi,"Via dei Laghi, 2, Nemi Roma, Italia  ",266002,06 936 8777,,,
Ristorante Il Faro Di Middei Catia,Aziende NemiRistoranti NemiOsterie Nemi,"Via Nemorense, 5, Nemi Roma, Italia  ",266003,06 9365 9032,,,
La Pergola,Aziende NemiRistoranti NemiOsterie Nemi,"Piazza del Mercato, 7, Nemi Roma, Italia  ",265999,06 936 8021,,,
L'Incantesimo del Lago di Baldazzi Anna C. S. N. C.,Aziende NemiRistoranti NemiOsterie Nemi,"Corso Vittorio Emanuele, Nemi Roma, Italia  ",266000,06 936 8461,,,
Le Colombe Da Vairo Di Gentilini Tiziano,Aziende NemiRistoranti NemiOsterie Nemi,"Piazza Pietro de Sanctis, Roma, Italia  ",266001,06 936 8156,,,
Santi e briganti,Aziende NemiRistoranti NemiOsterie Nemi,"Corso Vittorio Emanuele, 8, Nemi Roma, Italia  ",265998,06 936 8119,,,
Magni Elisa,Aziende Montorio RomanoNegozi Montorio RomanoNegozi di scarpe Montorio Romano,"Piazza Risorgimento, 8, Montorio Romano Roma, Italia  ",265829,0774 62358,,,
Le Ginestre Snc,Aziende MarinoNegozi MarinoFiorai Marino,"9 Via Spiaggia Del Lago, Castel Gandolfo, RM 00040, Italia  ",265642,06 8746 5691,,,
La Primavera Di Lupi Tiziana Piante E Fiori,Aziende MarinoNegozi MarinoFiorai Marino,"Via Guglielmo Marconi, 11, Marino Roma, Italia  ",265643,06 9326 9090,,,
Forspin Srl,Aziende ArdeaCentri commerciali Ardea,"6 Via Niso, Ardea, RM 00040, Italia  ",264921,06 9138 8132,,,
Center Flor Snc,Aziende San CesareoNegozi San CesareoFiorai San Cesareo,"Via Casilina, 226, San Cesareo Roma, Italia  ",264902,06 958 8744,,,
Da Raffaele Srl,Aziende Castel San Pietro RomanoRistoranti Castel San Pietro RomanoOsterie Castel San Pietro Romano,"Via Papa Giovanni XXIII, 25, Palestrina Roma, Italia  ",264795,06 9527 0469,,,
Trattoria Il Giardino Di Dantimi Lucia,Aziende Castel San Pietro RomanoRistoranti Castel San Pietro RomanoOsterie Castel San Pietro Romano,"Via Giardini, 14, Roma, Italia  ",264796,06 953 6262,,,
Gasbarri Walter,Aziende Castel San Pietro RomanoRistoranti Castel San Pietro RomanoOsterie Castel San Pietro Romano,"Via Vittorio Veneto, 6, Castel San Pietro Romano Roma, Italia  ",264797,06 953 7381,,,
Comune,Aziende LarianoScuole Lariano,"Via Tevere, Lariano Roma, Italia  ",264753,06 965 6477,,,
Santucci Dr. Guido,Aziende MontelanicoErboristerie MontelanicoMedici Montelanico,"Via Dante Alighieri, 7, Montelanico Roma, Italia  ",264643,06 970 7677,,,
Associazione Sportiva Dimensione Danza 2000,Aziende CerveteriScuole Cerveteri,"Via Armando Diaz, 10, Cerveteri Roma, Italia  ",264509,06 994 3953,,,
Scuola Materna Montessori,Aziende CerveteriScuole Cerveteri,"Via Settevene Palo, Cerveteri Roma, Italia  ",264510,06 994 2632,,,
Liceo Scientifico Statale Sandro Pertini,Aziende CerveteriScuole Cerveteri,"Via Settevene Palo, Cerveteri Roma, Italia  ",264508,06 995 1259,,,
Giubilei Agostina,Aziende Sant'Angelo RomanoOsterie Sant'Angelo RomanoNegozi Sant'Angelo RomanoNegozi di Alimentari Sant'Angelo Romano,"Via Principe di Piemonte, Sant'Angelo Romano Roma, Italia  ",264412,0774 424914,,,
Cordeddu Rossana,Aziende Sant'Angelo RomanoOsterie Sant'Angelo RomanoNegozi Sant'Angelo RomanoNegozi di Alimentari Sant'Angelo Romano,"Via Roma, 34, Sant'Angelo Romano Roma, Italia  ",264411,0774 420268,,,
Biblioteca Comunale Giacomo Manzù,Aziende PomeziaBiblioteche Pomezia,"Via Pier Crescenzi, 13, Pomezia, Italia  ",264365,06 911 1768,,,
Acinapura Dr. Aldo,Aziende Rocca di CaveErboristerie Rocca di CaveMedici Rocca di Cave,"Via Trento e Trieste, 1, Rocca di cave Roma, Italia  ",264265,06 957 1105,,,
Cristofano Dr. Remigio,Aziende Rocca di CaveErboristerie Rocca di CaveMedici Rocca di Cave,"Via Dante Alighieri, 3, Roma, Italia  ",264264,06 957 1596,,,
Minnielli Marta,Aziende Trevignano RomanoErboristerie Trevignano RomanoMedici Trevignano Romano,"Via IV Novembre, 110, Trevignano Romano Roma, Italia  ",264183,06 9999 9008,,,
De Salvo Antonio,Aziende Trevignano RomanoErboristerie Trevignano RomanoMedici Trevignano RomanoDentisti Trevignano Romano,"Via Roma, 74, Trevignano Romano Roma, Italia  ",264184,06 999 9373,,,
Cottarelli Matteo,Aziende Castel MadamaDistributori di benzina Castel Madama,"Via S. Sebastiano, Castel Madama Roma, Italia  ",264051,0774 447203,,,
Tamantini Bernardina,Aziende Trevignano RomanoParrucchieri Trevignano Romano,"Via Roma, 36, Trevignano Romano Roma, Italia  ",263999,06 9991 9952,,,
Futur Style S.N.C. Di Maduri P. E Strozzi A.,Aziende Trevignano RomanoParrucchieri Trevignano Romano,"Via Morgante, 29, Trevignano Romano Roma, Italia  ",264000,06 999 9810,,,
Silenzi Alberto,Aziende Trevignano RomanoParrucchieri Trevignano Romano,"Via Umberto I, 9, Trevignano Romano Roma, Italia  ",264001,06 999 9300,,,
Donna Donna Snc Di Rossana E S. Millanta E C.,Aziende Trevignano RomanoParrucchieri Trevignano Romano,"Via IV Novembre, 75, Trevignano Romano Roma, Italia  ",263998,06 9999 9104,,,
Simoni Gabriella,Aziende CiampinoNegozi CiampinoFiorai Ciampino,"Via Mura dei Francesi, 162, Ciampino Roma, Italia  ",263946,06 796 0757,,,
Piccola Serra Lucia Di Valle Mauro Valle Luca E C. S.A.S,Aziende CiampinoNegozi CiampinoFiorai Ciampino,"Viale del Lavoro, 50, Ciampino Roma, Italia  ",263943,06 791 2298,,,
L'Isola Del Fiore Sas,Aziende CiampinoNegozi CiampinoFiorai Ciampino,"Viale John Fitzgerald Kennedy, Ciampino Roma, Italia  ",263944,06 7932 2163,,,
Colaioli Claudio,Aziende CiampinoNegozi CiampinoFiorai Ciampino,"Largo Enrico Fermi, 9, Ciampino Roma, Italia  ",263945,06 791 6245,,,
Arrivi Serafino,Aziende Rignano FlaminioOsterie Rignano Flaminio,"Localita' Cantalamessa, Rignano Flaminio, RM 00068, Italia  ",263872,0761 507281,,,
Segafredo Zanetti Spa,Aziende Rignano FlaminioOsterie Rignano Flaminio,"Rignano Flaminio Roma, Italia  ",263869,,,,
Corinaldesi Fabiana,Aziende Rignano FlaminioRistoranti Rignano FlaminioOsterie Rignano Flaminio,"Piazza Vittorio Emanuele, 6, Rignano Flaminio Roma, Italia  ",263870,0761 508282,,,
Santoni Vincenzo,Aziende Rignano FlaminioOsterie Rignano FlaminioNegozi Rignano FlaminioPanetterie Rignano Flaminio,"Via Privata, 5, Rignano Flaminio Roma, Italia  ",263871,0761 507858,,,
Lama Maria,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Piazza S. Maria, 7, Zagarolo Roma, Italia  ",263713,06 957 5822,,,
Eugani Valentina,Aziende ZagaroloRistoranti ZagaroloOsterie ZagaroloNegozi Zagarolo,"Corso Vittorio Emanuele, 101, Zagarolo Roma, Italia  ",263714,06 957 5294,,,
Trattoria Da Piero,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Corso Vittorio Emanuele, 98, Zagarolo Roma, Italia  ",263710,06 957 5376,,,
Staroccia Mariella,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Piazza Indipendenza, 2, Zagarolo Roma, Italia  ",263711,06 957 5198,,,
